Altitude,Speed,Time
99.99986203917902,65.23931757161297,0.0020020008087158203
99.99953950847915,65.72105423290093,0.008530139923095703
99.99978292753126,66.20675929834294,0.013529300689697266
100.00136813207575,66.69623118215122,0.018791675567626953
100.00509591535186,67.1892669025728,0.02379012107849121
100.00952971017692,67.20147687983226,0.029898643493652344
100.01401306257296,67.20952317743254,0.03389859199523926
100.01851661215031,67.21340078308828,0.0394129753112793
100.0230345105937,67.21310771658794,0.044415950775146484
100.02758448808551,67.20864503234101,0.055603981018066406
100.03220790709665,67.20001681836028,0.060115814208984375
100.03574133975931,67.67293406161895,0.06862235069274902
100.03901933551256,67.6642462424328,0.07313084602355957
100.04243219261276,67.65137128350915,0.0796363353729248
100.04425893146657,68.11939706109321,0.08664917945861816
100.0457043312348,68.10643549737576,0.09215569496154785
100.04736804925416,68.08926890529972,0.09766244888305664
100.04936253471261,68.06791061187657,0.10216879844665527
100.0488549994199,68.52536941457831,0.1076819896697998
100.04778874469517,68.50387432481722,0.11779069900512695
100.04421228126546,68.9612097980718,0.1222987174987793
100.04006888855362,68.93957799356924,0.17300176620483398
100.03637606232377,68.91371738096143,0.17751383781433105
100.03329369064747,68.88364758648109,0.1865243911743164
100.02688353673119,69.3292887274452,0.19052481651306152
100.01627707348852,69.7806914921793,0.20053696632385254
100.00206617427071,70.23766576758489,0.20708799362182617
99.98725989703567,70.21563356340735,0.2115919589996338
99.96990665440838,70.67248479837725,0.21810412406921387
99.95194962751673,70.65031619983692,0.22167110443115234
99.93143720648975,71.10704446776246,0.22561025619506836
99.90792240299217,71.56920610208441,0.23498225212097168
99.88205093214192,72.03660760732133,0.24021077156066895
99.85572368541126,72.02290068800356,0.24475789070129395
99.82954027050322,72.00474692988635,0.24895358085632324
99.80361312771319,71.98216042635191,0.2534637451171875
99.77794298443818,71.96179744708074,0.2579662799835205
99.7501403101163,72.42377002435028,0.2634775638580322
99.7217793312221,72.40551522496844,0.26698732376098633
99.69366879913066,72.38280300813176,0.27249979972839355
99.66594491645422,72.35565077305084,0.27616333961486816
99.6387676343958,72.32407912620135,0.2926034927368164
99.61232062355566,72.28811185749002,0.29710817337036133
99.58211591917335,72.72600837018592,0.30161213874816895
99.54707445883732,73.17009043727373,0.304614782333374
99.51130702118817,73.13816341802162,0.3101205825805664
99.47212495231604,73.58207824933844,0.3136274814605713
99.42865917582584,74.03201624398567,0.318131685256958
99.38447040152688,74.0042453560809,0.3216361999511719
99.33723771363817,74.45403794551905,0.3262057304382324
99.28630260895343,74.9096901814583,0.33014917373657227
99.23228352788922,75.37101073419605,0.33465576171875
99.17582580153925,75.8378064554704,0.33916521072387695
99.11760139286716,76.30988240893024,0.34267711639404297
99.05891390664405,76.30718236835574,0.34769392013549805
99.00002386618867,76.78921417400659,0.3522017002105713
98.94154195656824,77.27590118528583,0.3562026023864746
98.88314356589284,77.28035956346382,0.3597097396850586
98.82510802637113,77.76709014821627,0.3652153015136719
98.76715720860561,77.77157686519226,0.3704414367675781
98.70957044804595,78.25835102979782,0.3738276958465576
98.65316974543353,78.7496395426593,0.37833476066589355
98.59707403392595,78.75906854727491,0.38382840156555176
98.54083528022696,78.76361249573935,0.38744568824768066
98.4849651971466,79.2504746718358,0.39140868186950684
98.43028579475494,79.74191273511956,0.39742136001586914
98.37759764237326,80.23772316803844,0.40137791633605957
98.32772596962685,80.7377007945482,0.406329870223999
98.27867872180212,80.75737126281571,0.4113340377807617
98.22959025846818,80.77204690540135,0.4148285388946533
98.1820888325535,81.26807643964848,0.4203345775604248
98.13523245912542,81.29038839090073,0.42464303970336914
98.08841761889225,81.31019351279002,0.4291512966156006
98.04382974656045,81.81046558340502,0.4334242343902588
98.00292199904726,82.31476433317239,0.43802642822265625
97.9631484157708,82.3399055486279,0.44257068634033203
97.9262768709821,82.84438233356273,0.4467432498931885
97.89055030245459,82.86968530906657,0.45126867294311523
97.85773661339287,83.37434024343206,0.45527148246765137
97.82949800089575,83.8828786673567,0.45950818061828613
97.80673117458477,84.39509030076924,0.46451592445373535
97.78578693803725,84.43125648954096,0.47949767112731934
97.76917291219952,84.94371993061993,0.483858585357666
97.75896661853324,85.45967834408371,0.48836517333984375
97.75097014372814,85.50153483110991,0.49465203285217285
97.74805914930216,86.01778348257251,0.5001988410949707
97.7473773190539,86.05991331863231,0.504749059677124
97.75180036577324,86.57645250133505,0.5102589130401611
97.7584720247207,86.61885596260605,0.5138483047485352
97.76586969758348,86.66392482575962,0.5193133354187012
97.77399537179025,86.70637112927253,0.5228629112243652
97.78724927824024,87.2232466719777,0.527369499206543
97.80791488816283,87.74351142817622,0.5319573879241943
97.83695601792748,88.26694991245382,0.5364644527435303
97.87535785069122,88.79334505251111,0.5410141944885254
97.91755315261405,88.86099067860445,0.5485415458679199
97.96147863731152,88.92603215461484,0.5593247413635254
98.01371193899212,89.45526640146933,0.5648322105407715
98.07734714263495,89.98702647299785,0.5713579654693604
98.15343013571875,90.52109065019778,0.5783438682556152
98.24302586278998,91.0572357278186,0.5828559398651123
98.33817630247493,91.14006997118439,0.5998916625976562
98.43578391829753,91.21761913429877,0.605400562286377
98.54349535337242,91.75276665656105,0.6104867458343506
98.65663182496841,91.83891564006004,0.6149961948394775
98.77259939460379,91.92246097314393,0.619544506072998
98.89107742251879,92.00067585625884,0.6240952014923096
99.01971268807519,92.53651273793304,0.6285748481750488
99.15349872444476,92.61525010474236,0.6331596374511719
99.2895355727862,92.68856608643145,0.6377923488616943
99.4349377118826,93.22298167501438,0.6422650814056396
99.5850515830234,93.2967787484959,0.6463108062744141
99.73717577868187,93.36506698330486,0.6498222351074219
99.89105547478533,93.427798371452,0.6543323993682861
100.05272930174281,93.95781624879277,0.6589148044586182
100.22508983298404,94.49088387060588,0.6634271144866943
100.409162000232,95.02677970725725,0.6669728755950928
100.59804560590591,95.1020047013388,0.6715600490570068
100.79643076153218,95.63840245304489,0.6762256622314453
101.00760860277751,96.17744178608322,0.6801939010620117
101.23264222422091,96.71889775424637,0.68471360206604
101.46357447648334,96.80688237897839,0.6892595291137695
101.70580483479324,97.34892934476731,0.6938076019287109
101.95397749169263,97.4374871056118,0.6983649730682373
102.21349203318144,97.98012616206096,0.7028818130493164
102.48803048914284,98.52502969393431,0.7074575424194336
102.7694816552906,98.62893207079757,0.7110028266906738
103.06501780763006,99.17718490707549,0.7160606384277344
103.36825139952788,99.28460913094345,0.7196071147918701
103.68562379097342,99.83359081000263,0.7252025604248047
104.02138813244497,100.38415898153782,0.7293970584869385
104.36552744453387,100.49858437196812,0.7340347766876221
104.72482378708466,101.04992926366087,0.73763108253479
105.10371560816058,101.60266550224436,0.7422215938568115
105.49168388561301,101.72418167514097,0.7468314170837402
105.89584772857877,102.27774307622032,0.749758243560791
106.30914913548067,102.40006663780886,0.7553579807281494
106.73870736300236,102.95445519933021,0.7597525119781494
107.1891429806987,103.5100767260267,0.7646102905273438
107.66162956273793,104.06669417289794,0.7691190242767334
108.15735380096531,104.6240690560645,0.7735917568206787
